fid,cat,from_cat,to_cat,cost
"1","91","7","1",43115.563
"2","92","7","2",40482.771
"3","93","7","3",45745.838
"4","94","7","4",33052.04
"5","95","7","5",31721.498
"6","96","7","6",40416.66
"7","98","7","9",56849.324
"8","99","7","10",53470.379
"9","100","7","11",48768.356
"10","101","7","12",53784.739
"11","102","7","13",35098.268
"12","103","7","14",38327.3
"13","104","7","15",24321.74
"14","105","7","16",29023.262
"15","106","8","1",52709.305
"16","107","8","2",50076.513
"17","108","8","3",55339.58
"18","109","8","4",42645.782
"19","110","8","5",41315.24
"20","111","8","6",50010.402
"21","113","8","9",66443.066
"22","114","8","10",63064.121
"23","115","8","11",58362.098
"24","116","8","12",63378.481
"25","117","8","13",44692.01
"26","118","8","14",47921.042
"27","119","8","15",33915.482
"28","120","8","16",38617.004
"29","6","1","7",42923.151
"30","7","1","8",52516.168
"31","21","2","7",41061.974
"32","22","2","8",50654.991
"33","36","3","7",45748.596
"34","37","3","8",55341.613
"35","51","4","7",33203.422
"36","52","4","8",42796.439
"37","66","5","7",31881.864
"38","67","5","8",41474.881
"39","81","6","7",40631.321
"40","82","6","8",50224.338
"41","127","9","7",56982.315
"42","128","9","8",66575.332
"43","142","10","7",53589.138
"44","143","10","8",63182.155
"45","157","11","7",48706.86
"46","158","11","8",58299.877
"47","172","12","7",54043.439
"48","173","12","8",63636.456
"49","187","13","7",35282.18
"50","188","13","8",44875.197
"51","202","14","7",38299.519
"52","203","14","8",47892.536
"53","217","15","7",24325.066
"54","218","15","8",33918.083
"55","232","16","7",29038.636
"56","233","16","8",38631.653
"57","91","7","1",43115.563
"58","92","7","2",40482.771
"59","93","7","3",45745.838
"60","94","7","4",33052.04
"61","95","7","5",31721.498
"62","96","7","6",40416.66
"63","98","7","9",56849.324
"64","99","7","10",53470.379
"65","100","7","11",48768.356
"66","101","7","12",53784.739
"67","102","7","13",35098.268
"68","103","7","14",38327.3
"69","104","7","15",24321.74
"70","105","7","16",29023.262
"71","106","8","1",52709.305
"72","107","8","2",50076.513
"73","108","8","3",55339.58
"74","109","8","4",42645.782
"75","110","8","5",41315.24
"76","111","8","6",50010.402
"77","113","8","9",66443.066
"78","114","8","10",63064.121
"79","115","8","11",58362.098
"80","116","8","12",63378.481
"81","117","8","13",44692.01
"82","118","8","14",47921.042
"83","119","8","15",33915.482
"84","120","8","16",38617.004
"85","6","1","7",42923.151
"86","7","1","8",52516.168
"87","21","2","7",41061.974
"88","22","2","8",50654.991
"89","36","3","7",45748.596
"90","37","3","8",55341.613
"91","51","4","7",33203.422
"92","52","4","8",42796.439
"93","66","5","7",31881.864
"94","67","5","8",41474.881
"95","81","6","7",40631.321
"96","82","6","8",50224.338
"97","127","9","7",56982.315
"98","128","9","8",66575.332
"99","142","10","7",53589.138
"100","143","10","8",63182.155
"101","157","11","7",48706.86
"102","158","11","8",58299.877
"103","172","12","7",54043.439
"104","173","12","8",63636.456
"105","187","13","7",35282.18
"106","188","13","8",44875.197
"107","202","14","7",38299.519
"108","203","14","8",47892.536
"109","217","15","7",24325.066
"110","218","15","8",33918.083
"111","232","16","7",29038.636
"112","233","16","8",38631.653
"113","3","1","4",12235.1
"114","4","1","5",13145.34
"115","6","1","7",42923.151
"116","7","1","8",52516.168
"117","12","1","13",13679.575
"118","14","1","15",21988.005
"119","15","1","16",16384.843
"120","154","11","4",18018.809
"121","155","11","5",18929.049
"122","157","11","7",48706.86
"123","158","11","8",58299.877
"124","162","11","13",19463.284
"125","164","11","15",27771.714
"126","165","11","16",22168.552
"127","46","4","1",12589.482
"128","55","4","11",18242.275
"129","61","5","1",13424.031
"130","70","5","11",19076.824
"131","91","7","1",43115.563
"132","100","7","11",48768.356
"133","106","8","1",52709.305
"134","115","8","11",58362.098
"135","181","13","1",13903.246
"136","191","13","11",19556.039
"137","211","15","1",22062.643
"138","221","15","11",27715.436
"139","226","16","1",16570.068
"140","236","16","11",22222.861
"141","3","1","4",12235.1
"142","4","1","5",13145.34
"143","6","1","7",42923.151
"144","7","1","8",52516.168
"145","12","1","13",13679.575
"146","14","1","15",21988.005
"147","15","1","16",16384.843
"148","154","11","4",18018.809
"149","155","11","5",18929.049
"150","157","11","7",48706.86
"151","158","11","8",58299.877
"152","162","11","13",19463.284
"153","164","11","15",27771.714
"154","165","11","16",22168.552
"155","46","4","1",12589.482
"156","55","4","11",18242.275
"157","61","5","1",13424.031
"158","70","5","11",19076.824
"159","91","7","1",43115.563
"160","100","7","11",48768.356
"161","106","8","1",52709.305
"162","115","8","11",58362.098
"163","181","13","1",13903.246
"164","191","13","11",19556.039
"165","211","15","1",22062.643
"166","221","15","11",27715.436
"167","226","16","1",16570.068
"168","236","16","11",22222.861
"169","46","4","1",12589.482
"170","55","4","11",18242.275
"171","61","5","1",13424.031
"172","70","5","11",19076.824
"173","91","7","1",43115.563
"174","100","7","11",48768.356
"175","106","8","1",52709.305
"176","115","8","11",58362.098
"177","181","13","1",13903.246
"178","191","13","11",19556.039
"179","211","15","1",22062.643
"180","221","15","11",27715.436
"181","226","16","1",16570.068
"182","236","16","11",22222.861
"183","46","4","1",12589.482
"184","55","4","11",18242.275
"185","61","5","1",13424.031
"186","70","5","11",19076.824
"187","91","7","1",43115.563
"188","100","7","11",48768.356
"189","106","8","1",52709.305
"190","115","8","11",58362.098
"191","181","13","1",13903.246
"192","191","13","11",19556.039
"193","211","15","1",22062.643
"194","221","15","11",27715.436
"195","226","16","1",16570.068
"196","236","16","11",22222.861
"197","3","1","4",12235.1
"198","4","1","5",13145.34
"199","6","1","7",42923.151
"200","7","1","8",52516.168
"201","12","1","13",13679.575
"202","14","1","15",21988.005
"203","15","1","16",16384.843
"204","154","11","4",18018.809
"205","155","11","5",18929.049
"206","157","11","7",48706.86
"207","158","11","8",58299.877
"208","162","11","13",19463.284
"209","164","11","15",27771.714
"210","165","11","16",22168.552
"211","46","4","1",12589.482
"212","55","4","11",18242.275
"213","61","5","1",13424.031
"214","70","5","11",19076.824
"215","91","7","1",43115.563
"216","100","7","11",48768.356
"217","106","8","1",52709.305
"218","115","8","11",58362.098
"219","181","13","1",13903.246
"220","191","13","11",19556.039
"221","211","15","1",22062.643
"222","221","15","11",27715.436
"223","226","16","1",16570.068
"224","236","16","11",22222.861
"225","3","1","4",12235.1
"226","4","1","5",13145.34
"227","6","1","7",42923.151
"228","7","1","8",52516.168
"229","12","1","13",13679.575
"230","14","1","15",21988.005
"231","15","1","16",16384.843
"232","154","11","4",18018.809
"233","155","11","5",18929.049
"234","157","11","7",48706.86
"235","158","11","8",58299.877
"236","162","11","13",19463.284
"237","164","11","15",27771.714
"238","165","11","16",22168.552
"239","3","1","4",12235.1
"240","4","1","5",13145.34
"241","6","1","7",42923.151
"242","7","1","8",52516.168
"243","12","1","13",13679.575
"244","14","1","15",21988.005
"245","15","1","16",16384.843
"246","154","11","4",18018.809
"247","155","11","5",18929.049
"248","157","11","7",48706.86
"249","158","11","8",58299.877
"250","162","11","13",19463.284
"251","164","11","15",27771.714
"252","165","11","16",22168.552
"253","3","1","4",12235.1
"254","4","1","5",13145.34
"255","6","1","7",42923.151
"256","7","1","8",52516.168
"257","12","1","13",13679.575
"258","14","1","15",21988.005
"259","15","1","16",16384.843
"260","154","11","4",18018.809
"261","155","11","5",18929.049
"262","157","11","7",48706.86
"263","158","11","8",58299.877
"264","162","11","13",19463.284
"265","164","11","15",27771.714
"266","165","11","16",22168.552
"267","3","1","4",12235.1
"268","4","1","5",13145.34
"269","6","1","7",42923.151
"270","7","1","8",52516.168
"271","12","1","13",13679.575
"272","14","1","15",21988.005
"273","15","1","16",16384.843
"274","154","11","4",18018.809
"275","155","11","5",18929.049
"276","157","11","7",48706.86
"277","158","11","8",58299.877
"278","162","11","13",19463.284
"279","164","11","15",27771.714
"280","165","11","16",22168.552
"281","46","4","1",12589.482
"282","55","4","11",18242.275
"283","61","5","1",13424.031
"284","70","5","11",19076.824
"285","91","7","1",43115.563
"286","100","7","11",48768.356
"287","106","8","1",52709.305
"288","115","8","11",58362.098
"289","181","13","1",13903.246
"290","191","13","11",19556.039
"291","211","15","1",22062.643
"292","221","15","11",27715.436
"293","226","16","1",16570.068
"294","236","16","11",22222.861
"295","3","1","4",12235.1
"296","4","1","5",13145.34
"297","6","1","7",42923.151
"298","7","1","8",52516.168
"299","12","1","13",13679.575
"300","14","1","15",21988.005
"301","15","1","16",16384.843
"302","154","11","4",18018.809
"303","155","11","5",18929.049
"304","157","11","7",48706.86
"305","158","11","8",58299.877
"306","162","11","13",19463.284
"307","164","11","15",27771.714
"308","165","11","16",22168.552
"309","46","4","1",12589.482
"310","55","4","11",18242.275
"311","61","5","1",13424.031
"312","70","5","11",19076.824
"313","91","7","1",43115.563
"314","100","7","11",48768.356
"315","106","8","1",52709.305
"316","115","8","11",58362.098
"317","181","13","1",13903.246
"318","191","13","11",19556.039
"319","211","15","1",22062.643
"320","221","15","11",27715.436
"321","226","16","1",16570.068
"322","236","16","11",22222.861
"323","3","1","4",12235.1
"324","4","1","5",13145.34
"325","6","1","7",42923.151
"326","7","1","8",52516.168
"327","12","1","13",13679.575
"328","14","1","15",21988.005
"329","15","1","16",16384.843
"330","154","11","4",18018.809
"331","155","11","5",18929.049
"332","157","11","7",48706.86
"333","158","11","8",58299.877
"334","162","11","13",19463.284
"335","164","11","15",27771.714
"336","165","11","16",22168.552
"337","3","1","4",12235.1
"338","4","1","5",13145.34
"339","6","1","7",42923.151
"340","7","1","8",52516.168
"341","12","1","13",13679.575
"342","14","1","15",21988.005
"343","15","1","16",16384.843
"344","154","11","4",18018.809
"345","155","11","5",18929.049
"346","157","11","7",48706.86
"347","158","11","8",58299.877
"348","162","11","13",19463.284
"349","164","11","15",27771.714
"350","165","11","16",22168.552
"351","46","4","1",12589.482
"352","55","4","11",18242.275
"353","61","5","1",13424.031
"354","70","5","11",19076.824
"355","91","7","1",43115.563
"356","100","7","11",48768.356
"357","106","8","1",52709.305
"358","115","8","11",58362.098
"359","181","13","1",13903.246
"360","191","13","11",19556.039
"361","211","15","1",22062.643
"362","221","15","11",27715.436
"363","226","16","1",16570.068
"364","236","16","11",22222.861
"365","73","5","14",17206.884
"366","237","16","12",27845.949
"367","239","16","14",12092.453
"368","180","12","16",27760.989
"369","200","14","5",17149.991
"370","210","14","16",12017.069
"371","199","14","4",17210.186
"372","208","14","13",18654.661
"373","199","14","4",17210.186
"374","208","14","13",18654.661
"375","199","14","4",17210.186
"376","208","14","13",18654.661
"377","73","5","14",17206.884
"378","237","16","12",27845.949
"379","239","16","14",12092.453
"380","180","12","16",27760.989
"381","200","14","5",17149.991
"382","210","14","16",12017.069
"383","73","5","14",17206.884
"384","237","16","12",27845.949
"385","239","16","14",12092.453
"386","180","12","16",27760.989
"387","200","14","5",17149.991
"388","210","14","16",12017.069
"389","196","14","1",16070.221
"390","13","1","14",15954.095
"391","13","1","14",15954.095
"392","196","14","1",16070.221
"393","58","4","14",17054.15
"394","193","13","14",18367.914
"395","58","4","14",17054.15
"396","193","13","14",18367.914
"397","58","4","14",17054.15
"398","193","13","14",18367.914
"399","58","4","14",17054.15
"400","193","13","14",18367.914
"401","58","4","14",17054.15
"402","193","13","14",18367.914
"403","124","9","4",26294.264
"404","125","9","5",27204.504
"405","127","9","7",56982.315
"406","128","9","8",66575.332
"407","132","9","13",27738.739
"408","134","9","15",36047.169
"409","135","9","16",30444.007
"410","139","10","4",22901.087
"411","140","10","5",23811.327
"412","142","10","7",53589.138
"413","143","10","8",63182.155
"414","147","10","13",24345.562
"415","149","10","15",32653.992
"416","150","10","16",27050.83
"417","169","12","4",24737.471
"418","170","12","5",25647.711
"419","177","12","13",26181.946
"420","196","14","1",16070.221
"421","13","1","14",15954.095
"422","196","14","1",16070.221
"423","196","14","1",16070.221
"424","13","1","14",15954.095
"425","196","14","1",16070.221
"426","196","14","1",16070.221
"427","13","1","14",15954.095
"428","13","1","14",15954.095
"429","13","1","14",15954.095
"430","196","14","1",16070.221
"431","13","1","14",15954.095
"432","196","14","1",16070.221
"433","196","14","1",16070.221
"434","196","14","1",16070.221
"435","196","14","1",16070.221
"436","13","1","14",15954.095
"437","13","1","14",15954.095
"438","196","14","1",16070.221
"439","13","1","14",15954.095
"440","13","1","14",15954.095
"441","196","14","1",16070.221
"442","196","14","1",16070.221
"443","13","1","14",15954.095
"444","13","1","14",15954.095
"445","46","4","1",12589.482
"446","55","4","11",18242.275
"447","61","5","1",13424.031
"448","70","5","11",19076.824
"449","91","7","1",43115.563
"450","100","7","11",48768.356
"451","106","8","1",52709.305
"452","115","8","11",58362.098
"453","181","13","1",13903.246
"454","191","13","11",19556.039
"455","211","15","1",22062.643
"456","221","15","11",27715.436
"457","226","16","1",16570.068
"458","236","16","11",22222.861
"459","75","5","16",6385.887
"460","230","16","5",6385.887
"461","230","16","5",6385.887
"462","75","5","16",6385.887
"463","230","16","5",6385.887
"464","75","5","16",6385.887
"465","230","16","5",6385.887
"466","75","5","16",6385.887
"467","46","4","1",12589.482
"468","55","4","11",18242.275
"469","61","5","1",13424.031
"470","70","5","11",19076.824
"471","91","7","1",43115.563
"472","100","7","11",48768.356
"473","106","8","1",52709.305
"474","115","8","11",58362.098
"475","181","13","1",13903.246
"476","191","13","11",19556.039
"477","211","15","1",22062.643
"478","221","15","11",27715.436
"479","226","16","1",16570.068
"480","236","16","11",22222.861
"481","46","4","1",12589.482
"482","55","4","11",18242.275
"483","61","5","1",13424.031
"484","70","5","11",19076.824
"485","91","7","1",43115.563
"486","100","7","11",48768.356
"487","106","8","1",52709.305
"488","115","8","11",58362.098
"489","181","13","1",13903.246
"490","191","13","11",19556.039
"491","211","15","1",22062.643
"492","221","15","11",27715.436
"493","226","16","1",16570.068
"494","236","16","11",22222.861
"495","94","7","4",33052.04
"496","95","7","5",31721.498
"497","102","7","13",35098.268
"498","109","8","4",42645.782
"499","110","8","5",41315.24
"500","117","8","13",44692.01
"501","214","15","4",11740.967
"502","215","15","5",10410.425
"503","223","15","13",13787.195
"504","14","1","15",21988.005
"505","29","2","15",20126.828
"506","44","3","15",24813.45
"507","51","4","7",33203.422
"508","52","4","8",42796.439
"509","59","4","15",11868.043
"510","66","5","7",31881.864
"511","67","5","8",41474.881
"512","74","5","15",10546.485
"513","89","6","15",19696.175
"514","134","9","15",36047.169
"515","149","10","15",32653.992
"516","164","11","15",27771.714
"517","187","13","7",35282.18
"518","188","13","8",44875.197
"519","194","13","15",13946.801
"520","14","1","15",21988.005
"521","29","2","15",20126.828
"522","44","3","15",24813.45
"523","51","4","7",33203.422
"524","52","4","8",42796.439
"525","59","4","15",11868.043
"526","66","5","7",31881.864
"527","67","5","8",41474.881
"528","74","5","15",10546.485
"529","89","6","15",19696.175
"530","134","9","15",36047.169
"531","149","10","15",32653.992
"532","164","11","15",27771.714
"533","187","13","7",35282.18
"534","188","13","8",44875.197
"535","194","13","15",13946.801
"536","94","7","4",33052.04
"537","95","7","5",31721.498
"538","102","7","13",35098.268
"539","109","8","4",42645.782
"540","110","8","5",41315.24
"541","117","8","13",44692.01
"542","214","15","4",11740.967
"543","215","15","5",10410.425
"544","223","15","13",13787.195
"545","94","7","4",33052.04
"546","95","7","5",31721.498
"547","102","7","13",35098.268
"548","109","8","4",42645.782
"549","110","8","5",41315.24
"550","117","8","13",44692.01
"551","214","15","4",11740.967
"552","215","15","5",10410.425
"553","223","15","13",13787.195
"554","51","4","7",33203.422
"555","52","4","8",42796.439
"556","59","4","15",11868.043
"557","66","5","7",31881.864
"558","67","5","8",41474.881
"559","74","5","15",10546.485
"560","187","13","7",35282.18
"561","188","13","8",44875.197
"562","194","13","15",13946.801
"563","105","7","16",29023.262
"564","120","8","16",38617.004
"565","225","15","16",7970.342
"566","232","16","7",29038.636
"567","233","16","8",38631.653
"568","240","16","15",8202.135
"569","15","1","16",16384.843
"570","30","2","16",14523.666
"571","45","3","16",19210.288
"572","60","4","16",7084.258
"573","90","6","16",14093.013
"574","135","9","16",30444.007
"575","150","10","16",27050.83
"576","165","11","16",22168.552
"577","195","13","16",9635.426
"578","226","16","1",16570.068
"579","227","16","2",13937.276
"580","228","16","3",19200.343
"581","229","16","4",7027.227
"582","231","16","6",13871.165
"583","234","16","9",30303.829
"584","235","16","10",26924.884
"585","236","16","11",22222.861
"586","238","16","13",9532.286
"587","51","4","7",33203.422
"588","52","4","8",42796.439
"589","59","4","15",11868.043
"590","66","5","7",31881.864
"591","67","5","8",41474.881
"592","74","5","15",10546.485
"593","187","13","7",35282.18
"594","188","13","8",44875.197
"595","194","13","15",13946.801
"596","75","5","16",6385.887
"597","230","16","5",6385.887
"598","230","16","5",6385.887
"599","75","5","16",6385.887
"600","15","1","16",16384.843
"601","30","2","16",14523.666
"602","45","3","16",19210.288
"603","60","4","16",7084.258
"604","75","5","16",6385.887
"605","90","6","16",14093.013
"606","105","7","16",29023.262
"607","120","8","16",38617.004
"608","135","9","16",30444.007
"609","150","10","16",27050.83
"610","165","11","16",22168.552
"611","180","12","16",27760.989
"612","195","13","16",9635.426
"613","210","14","16",12017.069
"614","225","15","16",7970.342
"615","226","16","1",16570.068
"616","227","16","2",13937.276
"617","228","16","3",19200.343
"618","229","16","4",7027.227
"619","230","16","5",6385.887
"620","231","16","6",13871.165
"621","232","16","7",29038.636
"622","233","16","8",38631.653
"623","234","16","9",30303.829
"624","235","16","10",26924.884
"625","236","16","11",22222.861
"626","237","16","12",27845.949
"627","238","16","13",9532.286
"628","239","16","14",12092.453
"629","240","16","15",8202.135
"630","46","4","1",12589.482
"631","55","4","11",18242.275
"632","61","5","1",13424.031
"633","70","5","11",19076.824
"634","91","7","1",43115.563
"635","100","7","11",48768.356
"636","106","8","1",52709.305
"637","115","8","11",58362.098
"638","181","13","1",13903.246
"639","191","13","11",19556.039
"640","211","15","1",22062.643
"641","221","15","11",27715.436
"642","226","16","1",16570.068
"643","236","16","11",22222.861
"644","3","1","4",12235.1
"645","4","1","5",13145.34
"646","6","1","7",42923.151
"647","7","1","8",52516.168
"648","12","1","13",13679.575
"649","14","1","15",21988.005
"650","15","1","16",16384.843
"651","154","11","4",18018.809
"652","155","11","5",18929.049
"653","157","11","7",48706.86
"654","158","11","8",58299.877
"655","162","11","13",19463.284
"656","164","11","15",27771.714
"657","165","11","16",22168.552
"658","3","1","4",12235.1
"659","4","1","5",13145.34
"660","6","1","7",42923.151
"661","7","1","8",52516.168
"662","12","1","13",13679.575
"663","14","1","15",21988.005
"664","15","1","16",16384.843
"665","154","11","4",18018.809
"666","155","11","5",18929.049
"667","157","11","7",48706.86
"668","158","11","8",58299.877
"669","162","11","13",19463.284
"670","164","11","15",27771.714
"671","165","11","16",22168.552
"672","3","1","4",12235.1
"673","4","1","5",13145.34
"674","6","1","7",42923.151
"675","7","1","8",52516.168
"676","12","1","13",13679.575
"677","14","1","15",21988.005
"678","15","1","16",16384.843
"679","154","11","4",18018.809
"680","155","11","5",18929.049
"681","157","11","7",48706.86
"682","158","11","8",58299.877
"683","162","11","13",19463.284
"684","164","11","15",27771.714
"685","165","11","16",22168.552
"686","3","1","4",12235.1
"687","4","1","5",13145.34
"688","6","1","7",42923.151
"689","7","1","8",52516.168
"690","12","1","13",13679.575
"691","14","1","15",21988.005
"692","15","1","16",16384.843
"693","154","11","4",18018.809
"694","155","11","5",18929.049
"695","157","11","7",48706.86
"696","158","11","8",58299.877
"697","162","11","13",19463.284
"698","164","11","15",27771.714
"699","165","11","16",22168.552
"700","14","1","15",21988.005
"701","29","2","15",20126.828
"702","44","3","15",24813.45
"703","51","4","7",33203.422
"704","52","4","8",42796.439
"705","59","4","15",11868.043
"706","66","5","7",31881.864
"707","67","5","8",41474.881
"708","74","5","15",10546.485
"709","89","6","15",19696.175
"710","134","9","15",36047.169
"711","149","10","15",32653.992
"712","164","11","15",27771.714
"713","187","13","7",35282.18
"714","188","13","8",44875.197
"715","194","13","15",13946.801
"716","94","7","4",33052.04
"717","95","7","5",31721.498
"718","102","7","13",35098.268
"719","109","8","4",42645.782
"720","110","8","5",41315.24
"721","117","8","13",44692.01
"722","214","15","4",11740.967
"723","215","15","5",10410.425
"724","223","15","13",13787.195
"725","122","9","2",17236.845
"726","124","9","4",26294.264
"727","125","9","5",27204.504
"728","126","9","6",17066.997
"729","127","9","7",56982.315
"730","128","9","8",66575.332
"731","132","9","13",27738.739
"732","134","9","15",36047.169
"733","135","9","16",30444.007
"734","137","10","2",13843.668
"735","139","10","4",22901.087
"736","140","10","5",23811.327
"737","141","10","6",13673.82
"738","142","10","7",53589.138
"739","143","10","8",63182.155
"740","147","10","13",24345.562
"741","149","10","15",32653.992
"742","150","10","16",27050.83
"743","101","7","12",53784.739
"744","116","8","12",63378.481
"745","101","7","12",53784.739
"746","116","8","12",63378.481
"747","101","7","12",53784.739
"748","116","8","12",63378.481
"749","101","7","12",53784.739
"750","116","8","12",63378.481
"751","101","7","12",53784.739
"752","116","8","12",63378.481
"753","101","7","12",53784.739
"754","116","8","12",63378.481
"755","101","7","12",53784.739
"756","116","8","12",63378.481
"757","73","5","14",17206.884
"758","103","7","14",38327.3
"759","118","8","14",47921.042
"760","224","15","14",17560.633
"761","239","16","14",12092.453
"762","200","14","5",17149.991
"763","202","14","7",38299.519
"764","203","14","8",47892.536
"765","209","14","15",17500.22
"766","210","14","16",12017.069
"767","222","15","12",33314.129
"768","237","16","12",27845.949
"769","222","15","12",33314.129
"770","237","16","12",27845.949
"771","200","14","5",17149.991
"772","202","14","7",38299.519
"773","203","14","8",47892.536
"774","209","14","15",17500.22
"775","210","14","16",12017.069
"776","73","5","14",17206.884
"777","103","7","14",38327.3
"778","118","8","14",47921.042
"779","224","15","14",17560.633
"780","239","16","14",12092.453
"781","101","7","12",53784.739
"782","116","8","12",63378.481
"783","101","7","12",53784.739
"784","116","8","12",63378.481
"785","101","7","12",53784.739
"786","116","8","12",63378.481
"787","101","7","12",53784.739
"788","116","8","12",63378.481
"789","73","5","14",17206.884
"790","103","7","14",38327.3
"791","118","8","14",47921.042
"792","222","15","12",33314.129
"793","224","15","14",17560.633
"794","237","16","12",27845.949
"795","239","16","14",12092.453
"796","73","5","14",17206.884
"797","103","7","14",38327.3
"798","118","8","14",47921.042
"799","222","15","12",33314.129
"800","224","15","14",17560.633
"801","237","16","12",27845.949
"802","239","16","14",12092.453
"803","73","5","14",17206.884
"804","103","7","14",38327.3
"805","118","8","14",47921.042
"806","172","12","7",54043.439
"807","173","12","8",63636.456
"808","179","12","15",33244.14
"809","180","12","16",27760.989
"810","224","15","14",17560.633
"811","239","16","14",12092.453
"812","172","12","7",54043.439
"813","173","12","8",63636.456
"814","179","12","15",33244.14
"815","180","12","16",27760.989
"816","200","14","5",17149.991
"817","202","14","7",38299.519
"818","203","14","8",47892.536
"819","209","14","15",17500.22
"820","210","14","16",12017.069
"821","172","12","7",54043.439
"822","173","12","8",63636.456
"823","179","12","15",33244.14
"824","180","12","16",27760.989
"825","200","14","5",17149.991
"826","202","14","7",38299.519
"827","203","14","8",47892.536
"828","209","14","15",17500.22
"829","210","14","16",12017.069
"830","73","5","14",17206.884
"831","103","7","14",38327.3
"832","118","8","14",47921.042
"833","222","15","12",33314.129
"834","224","15","14",17560.633
"835","237","16","12",27845.949
"836","239","16","14",12092.453
"837","73","5","14",17206.884
"838","237","16","12",27845.949
"839","239","16","14",12092.453
"840","172","12","7",54043.439
"841","173","12","8",63636.456
"842","179","12","15",33244.14
"843","180","12","16",27760.989
"844","222","15","12",33314.129
"845","237","16","12",27845.949
"846","73","5","14",17206.884
"847","103","7","14",38327.3
"848","118","8","14",47921.042
"849","224","15","14",17560.633
"850","239","16","14",12092.453
"851","73","5","14",17206.884
"852","237","16","12",27845.949
"853","239","16","14",12092.453
"854","180","12","16",27760.989
"855","200","14","5",17149.991
"856","210","14","16",12017.069
"857","73","5","14",17206.884
"858","237","16","12",27845.949
"859","239","16","14",12092.453
"860","180","12","16",27760.989
"861","200","14","5",17149.991
"862","210","14","16",12017.069
"863","73","5","14",17206.884
"864","237","16","12",27845.949
"865","239","16","14",12092.453
"866","180","12","16",27760.989
"867","200","14","5",17149.991
"868","210","14","16",12017.069
"869","200","14","5",17149.991
"870","202","14","7",38299.519
"871","203","14","8",47892.536
"872","209","14","15",17500.22
"873","210","14","16",12017.069
"874","172","12","7",54043.439
"875","173","12","8",63636.456
"876","179","12","15",33244.14
"877","180","12","16",27760.989
"878","101","7","12",53784.739
"879","116","8","12",63378.481
"880","101","7","12",53784.739
"881","116","8","12",63378.481
"882","101","7","12",53784.739
"883","116","8","12",63378.481
"884","101","7","12",53784.739
"885","116","8","12",63378.481
"886","7","1","8",52516.168
"887","22","2","8",50654.991
"888","37","3","8",55341.613
"889","52","4","8",42796.439
"890","67","5","8",41474.881
"891","82","6","8",50224.338
"892","128","9","8",66575.332
"893","143","10","8",63182.155
"894","158","11","8",58299.877
"895","173","12","8",63636.456
"896","188","13","8",44875.197
"897","203","14","8",47892.536
"898","218","15","8",33918.083
"899","233","16","8",38631.653
"900","106","8","1",52709.305
"901","107","8","2",50076.513
"902","108","8","3",55339.58
"903","109","8","4",42645.782
"904","110","8","5",41315.24
"905","111","8","6",50010.402
"906","113","8","9",66443.066
"907","114","8","10",63064.121
"908","115","8","11",58362.098
"909","116","8","12",63378.481
"910","117","8","13",44692.01
"911","118","8","14",47921.042
"912","119","8","15",33915.482
"913","120","8","16",38617.004
"914","7","1","8",52516.168
"915","22","2","8",50654.991
"916","37","3","8",55341.613
"917","52","4","8",42796.439
"918","67","5","8",41474.881
"919","82","6","8",50224.338
"920","128","9","8",66575.332
"921","143","10","8",63182.155
"922","158","11","8",58299.877
"923","173","12","8",63636.456
"924","188","13","8",44875.197
"925","203","14","8",47892.536
"926","218","15","8",33918.083
"927","233","16","8",38631.653
"928","106","8","1",52709.305
"929","107","8","2",50076.513
"930","108","8","3",55339.58
"931","109","8","4",42645.782
"932","110","8","5",41315.24
"933","111","8","6",50010.402
"934","113","8","9",66443.066
"935","114","8","10",63064.121
"936","115","8","11",58362.098
"937","116","8","12",63378.481
"938","117","8","13",44692.01
"939","118","8","14",47921.042
"940","119","8","15",33915.482
"941","120","8","16",38617.004
"942","7","1","8",52516.168
"943","22","2","8",50654.991
"944","37","3","8",55341.613
"945","52","4","8",42796.439
"946","67","5","8",41474.881
"947","82","6","8",50224.338
"948","128","9","8",66575.332
"949","143","10","8",63182.155
"950","158","11","8",58299.877
"951","173","12","8",63636.456
"952","188","13","8",44875.197
"953","203","14","8",47892.536
"954","218","15","8",33918.083
"955","233","16","8",38631.653
"956","106","8","1",52709.305
"957","107","8","2",50076.513
"958","108","8","3",55339.58
"959","109","8","4",42645.782
"960","110","8","5",41315.24
"961","111","8","6",50010.402
"962","113","8","9",66443.066
"963","114","8","10",63064.121
"964","115","8","11",58362.098
"965","116","8","12",63378.481
"966","117","8","13",44692.01
"967","118","8","14",47921.042
"968","119","8","15",33915.482
"969","120","8","16",38617.004
"970","106","8","1",52709.305
"971","107","8","2",50076.513
"972","108","8","3",55339.58
"973","109","8","4",42645.782
"974","110","8","5",41315.24
"975","111","8","6",50010.402
"976","113","8","9",66443.066
"977","114","8","10",63064.121
"978","115","8","11",58362.098
"979","116","8","12",63378.481
"980","117","8","13",44692.01
"981","118","8","14",47921.042
"982","119","8","15",33915.482
"983","120","8","16",38617.004
"984","7","1","8",52516.168
"985","22","2","8",50654.991
"986","37","3","8",55341.613
"987","52","4","8",42796.439
"988","67","5","8",41474.881
"989","82","6","8",50224.338
"990","128","9","8",66575.332
"991","143","10","8",63182.155
"992","158","11","8",58299.877
"993","173","12","8",63636.456
"994","188","13","8",44875.197
"995","203","14","8",47892.536
"996","218","15","8",33918.083
"997","233","16","8",38631.653
"998","184","13","4",2816.316
