fid,cat,from_cat,to_cat,cost
"9657","125","9","5",1655.154
"9658","140","10","5",1586.969
"9659","155","11","5",1302.939
"9660","170","12","5",1706.967
"9661","61","5","1",922.565
"9662","62","5","2",769.335
"9663","63","5","3",1050.747
"9664","65","5","6",714.741
"9665","68","5","9",1650.833
"9666","69","5","10",1582.648
"9667","70","5","11",1292.474
"9668","71","5","12",1704.365
"9669","3","1","4",835.005
"9670","4","1","5",923.238
"9671","18","2","4",719.025
"9672","19","2","5",807.258
"9673","33","3","4",974.216
"9674","34","3","5",1062.449
"9675","79","6","4",638.342
"9676","80","6","5",726.575
"9677","124","9","4",1566.921
"9678","125","9","5",1655.154
"9679","139","10","4",1498.736
"9680","140","10","5",1586.969
"9681","154","11","4",1214.706
"9682","155","11","5",1302.939
"9683","169","12","4",1618.734
"9684","170","12","5",1706.967
"9685","3","1","4",835.005
"9686","4","1","5",923.238
"9687","18","2","4",719.025
"9688","19","2","5",807.258
"9689","33","3","4",974.216
"9690","34","3","5",1062.449
"9691","79","6","4",638.342
"9692","80","6","5",726.575
"9693","124","9","4",1566.921
"9694","125","9","5",1655.154
"9695","139","10","4",1498.736
"9696","140","10","5",1586.969
"9697","154","11","4",1214.706
"9698","155","11","5",1302.939
"9699","169","12","4",1618.734
"9700","170","12","5",1706.967
"9701","61","5","1",922.565
"9702","62","5","2",769.335
"9703","63","5","3",1050.747
"9704","64","5","4",178.992
"9705","65","5","6",714.741
"9706","66","5","7",1891.034
"9707","67","5","8",2504.226
"9708","68","5","9",1650.833
"9709","69","5","10",1582.648
"9710","70","5","11",1292.474
"9711","71","5","12",1704.365
"9712","72","5","13",351.516
"9713","73","5","14",1282.466
"9714","74","5","15",815.65
"9715","75","5","16",596.148
"9716","4","1","5",923.238
"9717","19","2","5",807.258
"9718","34","3","5",1062.449
"9719","49","4","5",178.992
"9720","80","6","5",726.575
"9721","95","7","5",1889.8
"9722","110","8","5",2503.027
"9723","125","9","5",1655.154
"9724","140","10","5",1586.969
"9725","155","11","5",1302.939
"9726","170","12","5",1706.967
"9727","185","13","5",354.314
"9728","200","14","5",1279.235
"9729","215","15","5",814.746
"9730","230","16","5",596.148
"9731","61","5","1",922.565
"9732","62","5","2",769.335
"9733","63","5","3",1050.747
"9734","64","5","4",178.992
"9735","65","5","6",714.741
"9736","66","5","7",1891.034
"9737","67","5","8",2504.226
"9738","68","5","9",1650.833
"9739","69","5","10",1582.648
"9740","70","5","11",1292.474
"9741","71","5","12",1704.365
"9742","72","5","13",351.516
"9743","73","5","14",1282.466
"9744","74","5","15",815.65
"9745","75","5","16",596.148
"9746","4","1","5",923.238
"9747","19","2","5",807.258
"9748","34","3","5",1062.449
"9749","49","4","5",178.992
"9750","80","6","5",726.575
"9751","95","7","5",1889.8
"9752","110","8","5",2503.027
"9753","125","9","5",1655.154
"9754","140","10","5",1586.969
"9755","155","11","5",1302.939
"9756","170","12","5",1706.967
"9757","185","13","5",354.314
"9758","200","14","5",1279.235
"9759","215","15","5",814.746
"9760","230","16","5",596.148
"9761","3","1","4",835.005
"9762","4","1","5",923.238
"9763","18","2","4",719.025
"9764","19","2","5",807.258
"9765","33","3","4",974.216
"9766","34","3","5",1062.449
"9767","79","6","4",638.342
"9768","80","6","5",726.575
"9769","124","9","4",1566.921
"9770","125","9","5",1655.154
"9771","139","10","4",1498.736
"9772","140","10","5",1586.969
"9773","154","11","4",1214.706
"9774","155","11","5",1302.939
"9775","169","12","4",1618.734
"9776","170","12","5",1706.967
"9777","46","4","1",836.151
"9778","47","4","2",682.921
"9779","48","4","3",964.333
"9780","50","4","6",628.327
"9781","53","4","9",1564.419
"9782","54","4","10",1496.234
"9783","55","4","11",1206.06
"9784","56","4","12",1617.951
"9785","61","5","1",922.565
"9786","62","5","2",769.335
"9787","63","5","3",1050.747
"9788","65","5","6",714.741
"9789","68","5","9",1650.833
"9790","69","5","10",1582.648
"9791","70","5","11",1292.474
"9792","71","5","12",1704.365
"9793","3","1","4",835.005
"9794","4","1","5",923.238
"9795","18","2","4",719.025
"9796","19","2","5",807.258
"9797","33","3","4",974.216
"9798","34","3","5",1062.449
"9799","79","6","4",638.342
"9800","80","6","5",726.575
"9801","124","9","4",1566.921
"9802","125","9","5",1655.154
"9803","139","10","4",1498.736
"9804","140","10","5",1586.969
"9805","154","11","4",1214.706
"9806","155","11","5",1302.939
"9807","169","12","4",1618.734
"9808","170","12","5",1706.967
"9809","4","1","5",923.238
"9810","19","2","5",807.258
"9811","34","3","5",1062.449
"9812","80","6","5",726.575
"9813","125","9","5",1655.154
"9814","140","10","5",1586.969
"9815","155","11","5",1302.939
"9816","170","12","5",1706.967
"9817","61","5","1",922.565
"9818","62","5","2",769.335
"9819","63","5","3",1050.747
"9820","65","5","6",714.741
"9821","68","5","9",1650.833
"9822","69","5","10",1582.648
"9823","70","5","11",1292.474
"9824","71","5","12",1704.365
"9825","46","4","1",836.151
"9826","47","4","2",682.921
"9827","48","4","3",964.333
"9828","50","4","6",628.327
"9829","53","4","9",1564.419
"9830","54","4","10",1496.234
"9831","55","4","11",1206.06
"9832","56","4","12",1617.951
"9833","61","5","1",922.565
"9834","62","5","2",769.335
"9835","63","5","3",1050.747
"9836","65","5","6",714.741
"9837","68","5","9",1650.833
"9838","69","5","10",1582.648
"9839","70","5","11",1292.474
"9840","71","5","12",1704.365
"9841","3","1","4",835.005
"9842","4","1","5",923.238
"9843","18","2","4",719.025
"9844","19","2","5",807.258
"9845","33","3","4",974.216
"9846","34","3","5",1062.449
"9847","79","6","4",638.342
"9848","80","6","5",726.575
"9849","124","9","4",1566.921
"9850","125","9","5",1655.154
"9851","139","10","4",1498.736
"9852","140","10","5",1586.969
"9853","154","11","4",1214.706
"9854","155","11","5",1302.939
"9855","169","12","4",1618.734
"9856","170","12","5",1706.967
"9857","3","1","4",835.005
"9858","4","1","5",923.238
"9859","18","2","4",719.025
"9860","19","2","5",807.258
"9861","33","3","4",974.216
"9862","34","3","5",1062.449
"9863","79","6","4",638.342
"9864","80","6","5",726.575
"9865","124","9","4",1566.921
"9866","125","9","5",1655.154
"9867","139","10","4",1498.736
"9868","140","10","5",1586.969
"9869","154","11","4",1214.706
"9870","155","11","5",1302.939
"9871","169","12","4",1618.734
"9872","170","12","5",1706.967
"9873","4","1","5",923.238
"9874","19","2","5",807.258
"9875","34","3","5",1062.449
"9876","80","6","5",726.575
"9877","125","9","5",1655.154
"9878","140","10","5",1586.969
"9879","155","11","5",1302.939
"9880","170","12","5",1706.967
"9881","61","5","1",922.565
"9882","62","5","2",769.335
"9883","63","5","3",1050.747
"9884","65","5","6",714.741
"9885","68","5","9",1650.833
"9886","69","5","10",1582.648
"9887","70","5","11",1292.474
"9888","71","5","12",1704.365
"9889","159","11","9",1099.756
"9890","160","11","10",1031.571
"9891","161","11","12",1372.862
"9892","130","9","11",1095.814
"9893","145","10","11",1031.432
"9894","176","12","11",1372.723
"9895","11","1","12",1291.906
"9896","26","2","12",1163.169
"9897","41","3","12",1248.398
"9898","56","4","12",1617.951
"9899","71","5","12",1704.365
"9900","86","6","12",1106.354
"9901","101","7","12",3085.428
"9902","116","8","12",3698.655
"9903","192","13","12",1817.099
"9904","207","14","12",1275.062
"9905","222","15","12",2010.374
"9906","237","16","12",1790.448
"9907","166","12","1",1275.349
"9908","167","12","2",1180.025
"9909","168","12","3",1239.537
"9910","169","12","4",1618.734
"9911","170","12","5",1706.967
"9912","171","12","6",1094.69
"9913","172","12","7",3085.386
"9914","173","12","8",3698.578
"9915","177","12","13",1809.978
"9916","178","12","14",1267.744
"9917","179","12","15",2010.002
"9918","180","12","16",1790.5
"9919","11","1","12",1291.906
"9920","26","2","12",1163.169
"9921","41","3","12",1248.398
"9922","56","4","12",1617.951
"9923","71","5","12",1704.365
"9924","86","6","12",1106.354
"9925","101","7","12",3085.428
"9926","116","8","12",3698.655
"9927","192","13","12",1817.099
"9928","207","14","12",1275.062
"9929","222","15","12",2010.374
"9930","237","16","12",1790.448
"9931","166","12","1",1275.349
"9932","167","12","2",1180.025
"9933","168","12","3",1239.537
"9934","169","12","4",1618.734
"9935","170","12","5",1706.967
"9936","171","12","6",1094.69
"9937","172","12","7",3085.386
"9938","173","12","8",3698.578
"9939","177","12","13",1809.978
"9940","178","12","14",1267.744
"9941","179","12","15",2010.002
"9942","180","12","16",1790.5
"9943","133","9","14",1479.824
"9944","148","10","14",1260.235
"9945","205","14","10",1265.846
"9946","166","12","1",1275.349
"9947","167","12","2",1180.025
"9948","168","12","3",1239.537
"9949","169","12","4",1618.734
"9950","170","12","5",1706.967
"9951","171","12","6",1094.69
"9952","172","12","7",3085.386
"9953","173","12","8",3698.578
"9954","177","12","13",1809.978
"9955","178","12","14",1267.744
"9956","179","12","15",2010.002
"9957","180","12","16",1790.5
"9958","11","1","12",1291.906
"9959","26","2","12",1163.169
"9960","41","3","12",1248.398
"9961","56","4","12",1617.951
"9962","71","5","12",1704.365
"9963","86","6","12",1106.354
"9964","101","7","12",3085.428
"9965","116","8","12",3698.655
"9966","192","13","12",1817.099
"9967","207","14","12",1275.062
"9968","222","15","12",2010.374
"9969","237","16","12",1790.448
"9970","166","12","1",1275.349
"9971","167","12","2",1180.025
"9972","168","12","3",1239.537
"9973","169","12","4",1618.734
"9974","170","12","5",1706.967
"9975","171","12","6",1094.69
"9976","172","12","7",3085.386
"9977","173","12","8",3698.578
"9978","177","12","13",1809.978
"9979","178","12","14",1267.744
"9980","179","12","15",2010.002
"9981","180","12","16",1790.5
"9982","25","2","11",751.278
"9983","55","4","11",1206.06
"9984","70","5","11",1292.474
"9985","85","6","11",694.463
"9986","100","7","11",2673.537
"9987","115","8","11",3286.764
"9988","191","13","11",1405.208
"9989","206","14","11",1180.686
"9990","221","15","11",1598.483
"9991","236","16","11",1378.557
"9992","151","11","1",506.671
"9993","152","11","2",764.491
"9994","154","11","4",1214.706
"9995","155","11","5",1302.939
"9996","156","11","6",690.662
"9997","157","11","7",2681.358
"9998","158","11","8",3294.55
"9999","162","11","13",1405.95
"10000","163","11","14",1179.284
"10001","164","11","15",1605.974
"10002","165","11","16",1386.472
"10003","205","14","10",1265.846
"10004","207","14","12",1275.062
"10005","178","12","14",1267.744
"10006","204","14","9",1484.624
"10007","133","9","14",1479.824
"10008","148","10","14",1260.235
"10009","205","14","10",1265.846
"10010","133","9","14",1479.824
"10011","148","10","14",1260.235
"10012","205","14","10",1265.846
"10013","133","9","14",1479.824
"10014","148","10","14",1260.235
"10015","205","14","10",1265.846
"10016","204","14","9",1484.624
"10017","205","14","10",1265.846
"10018","207","14","12",1275.062
"10019","133","9","14",1479.824
"10020","148","10","14",1260.235
"10021","178","12","14",1267.744
"10022","204","14","9",1484.624
"10023","159","11","9",1099.756
"10024","160","11","10",1031.571
"10025","161","11","12",1372.862
"10026","130","9","11",1095.814
"10027","145","10","11",1031.432
"10028","176","12","11",1372.723
"10029","31","3","1",401.623
"10030","40","3","11",438.785
"10031","2","1","3",404.292
"10032","153","11","3",441.218
"10033","153","11","3",441.218
"10034","40","3","11",438.785
"10035","40","3","11",438.785
"10036","153","11","3",441.218
"10037","10","1","11",502.881
"10038","25","2","11",751.278
"10039","55","4","11",1206.06
"10040","70","5","11",1292.474
"10041","85","6","11",694.463
"10042","100","7","11",2673.537
"10043","115","8","11",3286.764
"10044","191","13","11",1405.208
"10045","206","14","11",1180.686
"10046","221","15","11",1598.483
"10047","236","16","11",1378.557
"10048","151","11","1",506.671
"10049","152","11","2",764.491
"10050","154","11","4",1214.706
"10051","155","11","5",1302.939
"10052","156","11","6",690.662
"10053","157","11","7",2681.358
"10054","158","11","8",3294.55
"10055","162","11","13",1405.95
"10056","163","11","14",1179.284
"10057","164","11","15",1605.974
"10058","165","11","16",1386.472
"10059","25","2","11",751.278
"10060","55","4","11",1206.06
"10061","70","5","11",1292.474
"10062","85","6","11",694.463
"10063","100","7","11",2673.537
"10064","115","8","11",3286.764
"10065","191","13","11",1405.208
"10066","206","14","11",1180.686
"10067","221","15","11",1598.483
"10068","236","16","11",1378.557
"10069","151","11","1",506.671
"10070","152","11","2",764.491
"10071","154","11","4",1214.706
"10072","155","11","5",1302.939
"10073","156","11","6",690.662
"10074","157","11","7",2681.358
"10075","158","11","8",3294.55
"10076","162","11","13",1405.95
"10077","163","11","14",1179.284
"10078","164","11","15",1605.974
"10079","165","11","16",1386.472
"10080","151","11","1",506.671
"10081","152","11","2",764.491
"10082","154","11","4",1214.706
"10083","155","11","5",1302.939
"10084","156","11","6",690.662
"10085","157","11","7",2681.358
"10086","158","11","8",3294.55
"10087","162","11","13",1405.95
"10088","163","11","14",1179.284
"10089","164","11","15",1605.974
"10090","165","11","16",1386.472
"10091","25","2","11",751.278
"10092","55","4","11",1206.06
"10093","70","5","11",1292.474
"10094","85","6","11",694.463
"10095","100","7","11",2673.537
"10096","115","8","11",3286.764
"10097","191","13","11",1405.208
"10098","206","14","11",1180.686
"10099","221","15","11",1598.483
"10100","236","16","11",1378.557
"10101","25","2","11",751.278
"10102","55","4","11",1206.06
"10103","70","5","11",1292.474
"10104","85","6","11",694.463
"10105","100","7","11",2673.537
"10106","115","8","11",3286.764
"10107","191","13","11",1405.208
"10108","206","14","11",1180.686
"10109","221","15","11",1598.483
"10110","236","16","11",1378.557
"10111","151","11","1",506.671
"10112","152","11","2",764.491
"10113","154","11","4",1214.706
"10114","155","11","5",1302.939
"10115","156","11","6",690.662
"10116","157","11","7",2681.358
"10117","158","11","8",3294.55
"10118","162","11","13",1405.95
"10119","163","11","14",1179.284
"10120","164","11","15",1605.974
"10121","165","11","16",1386.472
"10122","10","1","11",502.881
"10123","66","5","7",1891.034
"10124","67","5","8",2504.226
"10125","73","5","14",1282.466
"10126","74","5","15",815.65
"10127","75","5","16",596.148
"10128","95","7","5",1889.8
"10129","110","8","5",2503.027
"10130","200","14","5",1279.235
"10131","215","15","5",814.746
"10132","230","16","5",596.148
"10133","159","11","9",1099.756
"10134","160","11","10",1031.571
"10135","161","11","12",1372.862
"10136","145","10","11",1031.432
"10137","176","12","11",1372.723
"10138","159","11","9",1099.756
"10139","160","11","10",1031.571
"10140","161","11","12",1372.862
"10141","145","10","11",1031.432
"10142","176","12","11",1372.723
"10143","10","1","11",502.881
"10144","123","9","3",1034.488
"10145","138","10","3",966.303
"10146","168","12","3",1239.537
"10147","38","3","9",1034.488
"10148","39","3","10",966.303
"10149","41","3","12",1248.398
"10150","12","1","13",1026.249
"10151","27","2","13",910.269
"10152","42","3","13",1165.46
"10153","87","6","13",829.586
"10154","132","9","13",1758.165
"10155","147","10","13",1689.98
"10156","162","11","13",1405.95
"10157","177","12","13",1809.978
"10158","181","13","1",1035.299
"10159","182","13","2",882.069
"10160","183","13","3",1163.481
"10161","186","13","6",827.475
"10162","189","13","9",1763.567
"10163","190","13","10",1695.382
"10164","191","13","11",1405.208
"10165","192","13","12",1817.099
"10166","168","12","3",1239.537
"10167","41","3","12",1248.398
"10168","168","12","3",1239.537
"10169","41","3","12",1248.398
"10170","133","9","14",1479.824
"10171","148","10","14",1260.235
"10172","205","14","10",1265.846
"10173","205","14","10",1265.846
"10174","133","9","14",1479.824
"10175","148","10","14",1260.235
"10176","23","2","9",1109.637
"10177","24","2","10",1041.452
"10178","53","4","9",1564.419
"10179","54","4","10",1496.234
"10180","68","5","9",1650.833
"10181","69","5","10",1582.648
"10182","83","6","9",1052.822
"10183","84","6","10",984.637
"10184","98","7","9",3031.896
"10185","99","7","10",2963.711
"10186","113","8","9",3645.123
"10187","114","8","10",3576.938
"10188","189","13","9",1763.567
"10189","190","13","10",1695.382
"10190","219","15","9",1956.842
"10191","220","15","10",1888.657
"10192","234","16","9",1736.916
"10193","235","16","10",1668.731
"10194","2","1","3",404.292
"10195","17","2","3",509.551
"10196","48","4","3",964.333
"10197","63","5","3",1050.747
"10198","78","6","3",452.736
"10199","93","7","3",2431.81
"10200","108","8","3",3045.037
"10201","153","11","3",441.218
"10202","183","13","3",1163.481
"10203","198","14","3",938.959
"10204","213","15","3",1356.756
"10205","228","16","3",1136.83
"10206","31","3","1",401.623
"10207","32","3","2",535.507
"10208","33","3","4",974.216
"10209","34","3","5",1062.449
"10210","35","3","6",450.172
"10211","36","3","7",2440.868
"10212","37","3","8",3054.06
"10213","40","3","11",438.785
"10214","42","3","13",1165.46
"10215","43","3","14",938.794
"10216","44","3","15",1365.484
"10217","45","3","16",1145.982
"10218","12","1","13",1026.249
"10219","27","2","13",910.269
"10220","42","3","13",1165.46
"10221","57","4","13",239.939
"10222","72","5","13",351.516
"10223","87","6","13",829.586
"10224","102","7","13",2028.989
"10225","117","8","13",2642.216
"10226","132","9","13",1758.165
"10227","147","10","13",1689.98
"10228","162","11","13",1405.95
"10229","177","12","13",1809.978
"10230","208","14","13",1418.424
"10231","223","15","13",953.935
"10232","238","16","13",735.337
"10233","181","13","1",1035.299
"10234","182","13","2",882.069
"10235","183","13","3",1163.481
"10236","184","13","4",242.737
"10237","185","13","5",354.314
"10238","186","13","6",827.475
"10239","187","13","7",2031.323
"10240","188","13","8",2644.515
"10241","189","13","9",1763.567
"10242","190","13","10",1695.382
"10243","191","13","11",1405.208
"10244","192","13","12",1817.099
"10245","193","13","14",1422.755
"10246","194","13","15",955.939
"10247","195","13","16",736.437
"10248","10","1","11",502.881
"10249","2","1","3",404.292
"10250","17","2","3",509.551
"10251","48","4","3",964.333
"10252","63","5","3",1050.747
"10253","78","6","3",452.736
"10254","93","7","3",2431.81
"10255","108","8","3",3045.037
"10256","153","11","3",441.218
"10257","183","13","3",1163.481
"10258","198","14","3",938.959
"10259","213","15","3",1356.756
"10260","228","16","3",1136.83
"10261","31","3","1",401.623
"10262","32","3","2",535.507
"10263","33","3","4",974.216
"10264","34","3","5",1062.449
"10265","35","3","6",450.172
"10266","36","3","7",2440.868
"10267","37","3","8",3054.06
"10268","40","3","11",438.785
"10269","42","3","13",1165.46
"10270","43","3","14",938.794
"10271","44","3","15",1365.484
"10272","45","3","16",1145.982
"10273","31","3","1",401.623
"10274","40","3","11",438.785
"10275","2","1","3",404.292
"10276","153","11","3",441.218
"10277","40","3","11",438.785
"10278","153","11","3",441.218
"10279","151","11","1",506.671
"10280","152","11","2",764.491
"10281","154","11","4",1214.706
"10282","155","11","5",1302.939
"10283","156","11","6",690.662
"10284","157","11","7",2681.358
"10285","158","11","8",3294.55
"10286","162","11","13",1405.95
"10287","163","11","14",1179.284
"10288","164","11","15",1605.974
"10289","165","11","16",1386.472
"10290","25","2","11",751.278
"10291","55","4","11",1206.06
"10292","70","5","11",1292.474
"10293","85","6","11",694.463
"10294","100","7","11",2673.537
"10295","115","8","11",3286.764
"10296","191","13","11",1405.208
"10297","206","14","11",1180.686
"10298","221","15","11",1598.483
"10299","236","16","11",1378.557
"10300","31","3","1",401.623
"10301","151","11","1",506.671
"10302","152","11","2",764.491
"10303","2","1","3",404.292
"10304","40","3","11",438.785
"10305","153","11","3",441.218
"10306","168","12","3",1239.537
"10307","23","2","9",1109.637
"10308","24","2","10",1041.452
"10309","41","3","12",1248.398
"10310","53","4","9",1564.419
"10311","54","4","10",1496.234
"10312","68","5","9",1650.833
"10313","69","5","10",1582.648
"10314","83","6","9",1052.822
"10315","84","6","10",984.637
"10316","98","7","9",3031.896
"10317","99","7","10",2963.711
"10318","113","8","9",3645.123
"10319","114","8","10",3576.938
"10320","189","13","9",1763.567
"10321","190","13","10",1695.382
"10322","219","15","9",1956.842
"10323","220","15","10",1888.657
"10324","234","16","9",1736.916
"10325","235","16","10",1668.731
"10326","31","3","1",401.623
"10327","151","11","1",506.671
"10328","152","11","2",764.491
"10329","40","3","11",438.785
"10330","153","11","3",441.218
"10331","159","11","9",1099.756
"10332","160","11","10",1031.571
"10333","161","11","12",1372.862
"10334","130","9","11",1095.814
"10335","145","10","11",1031.432
"10336","176","12","11",1372.723
"10337","159","11","9",1099.756
"10338","160","11","10",1031.571
"10339","161","11","12",1372.862
"10340","130","9","11",1095.814
"10341","145","10","11",1031.432
"10342","176","12","11",1372.723
"10343","31","3","1",401.623
"10344","2","1","3",404.292
"10345","159","11","9",1099.756
"10346","160","11","10",1031.571
"10347","161","11","12",1372.862
"10348","130","9","11",1095.814
"10349","145","10","11",1031.432
"10350","176","12","11",1372.723
"10351","159","11","9",1099.756
"10352","160","11","10",1031.571
"10353","161","11","12",1372.862
"10354","130","9","11",1095.814
"10355","145","10","11",1031.432
"10356","176","12","11",1372.723
"10357","159","11","9",1099.756
"10358","160","11","10",1031.571
"10359","161","11","12",1372.862
"10360","130","9","11",1095.814
"10361","145","10","11",1031.432
"10362","176","12","11",1372.723
"10363","159","11","9",1099.756
"10364","160","11","10",1031.571
"10365","161","11","12",1372.862
"10366","130","9","11",1095.814
"10367","145","10","11",1031.432
"10368","176","12","11",1372.723
"10369","16","2","1",430.981
"10370","136","10","1",1064.441
"10371","137","10","2",1060.027
"10372","138","10","3",966.303
"10373","139","10","4",1498.736
"10374","140","10","5",1586.969
"10375","141","10","6",974.692
"10376","142","10","7",2965.388
"10377","143","10","8",3578.58
"10378","145","10","11",1031.432
"10379","147","10","13",1689.98
"10380","148","10","14",1260.235
"10381","149","10","15",1890.004
"10382","150","10","16",1670.502
"10383","9","1","10",1077.546
"10384","24","2","10",1041.452
"10385","39","3","10",966.303
"10386","54","4","10",1496.234
"10387","69","5","10",1582.648
"10388","84","6","10",984.637
"10389","99","7","10",2963.711
"10390","114","8","10",3576.938
"10391","160","11","10",1031.571
"10392","190","13","10",1695.382
"10393","205","14","10",1265.846
"10394","220","15","10",1888.657
"10395","235","16","10",1668.731
"10396","6","1","7",2301.657
"10397","7","1","8",2914.849
"10398","21","2","7",2185.677
"10399","22","2","8",2798.869
"10400","36","3","7",2440.868
"10401","37","3","8",3054.06
"10402","51","4","7",1814.338
"10403","52","4","8",2427.53
"10404","66","5","7",1891.034
"10405","67","5","8",2504.226
"10406","81","6","7",2104.994
"10407","82","6","8",2718.186
"10408","127","9","7",3033.573
"10409","128","9","8",3646.765
"10410","142","10","7",2965.388
"10411","143","10","8",3578.58
"10412","157","11","7",2681.358
"10413","158","11","8",3294.55
"10414","172","12","7",3085.386
"10415","173","12","8",3698.578
"10416","187","13","7",2031.323
"10417","188","13","8",2644.515
"10418","202","14","7",2246.403
"10419","203","14","8",2859.595
"10420","217","15","7",1458.404
"10421","218","15","8",2071.596
"10422","232","16","7",1603.502
"10423","233","16","8",2216.694
"10424","6","1","7",2301.657
"10425","7","1","8",2914.849
"10426","21","2","7",2185.677
"10427","22","2","8",2798.869
"10428","36","3","7",2440.868
"10429","37","3","8",3054.06
"10430","51","4","7",1814.338
"10431","52","4","8",2427.53
"10432","66","5","7",1891.034
"10433","67","5","8",2504.226
"10434","81","6","7",2104.994
"10435","82","6","8",2718.186
"10436","127","9","7",3033.573
"10437","128","9","8",3646.765
"10438","142","10","7",2965.388
"10439","143","10","8",3578.58
"10440","157","11","7",2681.358
"10441","158","11","8",3294.55
"10442","172","12","7",3085.386
"10443","173","12","8",3698.578
"10444","187","13","7",2031.323
"10445","188","13","8",2644.515
"10446","202","14","7",2246.403
"10447","203","14","8",2859.595
"10448","217","15","7",1458.404
"10449","218","15","8",2071.596
"10450","232","16","7",1603.502
"10451","233","16","8",2216.694
"10452","91","7","1",2303.628
"10453","92","7","2",2150.398
"10454","93","7","3",2431.81
"10455","94","7","4",1814.802
"10456","95","7","5",1889.8
"10457","96","7","6",2095.804
"10458","98","7","9",3031.896
"10459","99","7","10",2963.711
"10460","100","7","11",2673.537
"10461","101","7","12",3085.428
"10462","102","7","13",2028.989
"10463","103","7","14",2245.061
"10464","104","7","15",1458.074
"10465","105","7","16",1601.568
"10466","106","8","1",2916.855
"10467","107","8","2",2763.625
"10468","108","8","3",3045.037
"10469","109","8","4",2428.029
"10470","110","8","5",2503.027
"10471","111","8","6",2709.031
"10472","113","8","9",3645.123
"10473","114","8","10",3576.938
"10474","115","8","11",3286.764
"10475","116","8","12",3698.655
"10476","117","8","13",2642.216
"10477","118","8","14",2858.288
"10478","119","8","15",2071.301
"10479","120","8","16",2214.795
"10480","8","1","9",1145.731
"10481","23","2","9",1109.637
"10482","38","3","9",1034.488
"10483","53","4","9",1564.419
"10484","68","5","9",1650.833
"10485","83","6","9",1052.822
"10486","98","7","9",3031.896
"10487","113","8","9",3645.123
"10488","159","11","9",1099.756
"10489","189","13","9",1763.567
"10490","204","14","9",1484.624
"10491","219","15","9",1956.842
"10492","234","16","9",1736.916
"10493","121","9","1",1132.626
"10494","122","9","2",1128.212
"10495","123","9","3",1034.488
"10496","124","9","4",1566.921
"10497","125","9","5",1655.154
"10498","126","9","6",1042.877
"10499","127","9","7",3033.573
"10500","128","9","8",3646.765
"10501","130","9","11",1095.814
"10502","132","9","13",1758.165
"10503","134","9","15",1958.189
"10504","135","9","16",1738.687
"10505","8","1","9",1145.731
"10506","23","2","9",1109.637
"10507","38","3","9",1034.488
"10508","53","4","9",1564.419
"10509","68","5","9",1650.833
"10510","83","6","9",1052.822
"10511","98","7","9",3031.896
"10512","113","8","9",3645.123
"10513","159","11","9",1099.756
"10514","189","13","9",1763.567
"10515","204","14","9",1484.624
"10516","219","15","9",1956.842
"10517","234","16","9",1736.916
"10518","121","9","1",1132.626
"10519","122","9","2",1128.212
"10520","123","9","3",1034.488
"10521","124","9","4",1566.921
"10522","125","9","5",1655.154
"10523","126","9","6",1042.877
"10524","127","9","7",3033.573
"10525","128","9","8",3646.765
"10526","130","9","11",1095.814
"10527","132","9","13",1758.165
"10528","134","9","15",1958.189
"10529","135","9","16",1738.687
"10530","23","2","9",1109.637
"10531","24","2","10",1041.452
"10532","53","4","9",1564.419
"10533","54","4","10",1496.234
"10534","68","5","9",1650.833
"10535","69","5","10",1582.648
"10536","83","6","9",1052.822
"10537","84","6","10",984.637
"10538","98","7","9",3031.896
"10539","99","7","10",2963.711
"10540","113","8","9",3645.123
"10541","114","8","10",3576.938
"10542","189","13","9",1763.567
"10543","190","13","10",1695.382
"10544","219","15","9",1956.842
"10545","220","15","10",1888.657
"10546","234","16","9",1736.916
"10547","235","16","10",1668.731
"10548","46","4","1",836.151
"10549","47","4","2",682.921
"10550","48","4","3",964.333
"10551","50","4","6",628.327
"10552","51","4","7",1814.338
"10553","52","4","8",2427.53
"10554","53","4","9",1564.419
"10555","54","4","10",1496.234
"10556","55","4","11",1206.06
"10557","56","4","12",1617.951
"10558","58","4","14",1205.77
"10559","59","4","15",738.954
"10560","60","4","16",519.452
"10561","187","13","7",2031.323
"10562","188","13","8",2644.515
"10563","193","13","14",1422.755
"10564","194","13","15",955.939
"10565","195","13","16",736.437
"10566","151","11","1",506.671
"10567","152","11","2",764.491
"10568","154","11","4",1214.706
"10569","155","11","5",1302.939
"10570","156","11","6",690.662
"10571","157","11","7",2681.358
"10572","158","11","8",3294.55
"10573","162","11","13",1405.95
"10574","163","11","14",1179.284
"10575","164","11","15",1605.974
"10576","165","11","16",1386.472
"10577","10","1","11",502.881
"10578","25","2","11",751.278
"10579","55","4","11",1206.06
"10580","70","5","11",1292.474
"10581","85","6","11",694.463
"10582","100","7","11",2673.537
"10583","115","8","11",3286.764
"10584","191","13","11",1405.208
"10585","206","14","11",1180.686
"10586","221","15","11",1598.483
"10587","236","16","11",1378.557
"10588","159","11","9",1099.756
"10589","160","11","10",1031.571
"10590","161","11","12",1372.862
"10591","130","9","11",1095.814
"10592","145","10","11",1031.432
"10593","176","12","11",1372.723
"10594","10","1","11",502.881
"10595","25","2","11",751.278
"10596","55","4","11",1206.06
"10597","70","5","11",1292.474
"10598","85","6","11",694.463
"10599","100","7","11",2673.537
"10600","115","8","11",3286.764
"10601","191","13","11",1405.208
"10602","206","14","11",1180.686
"10603","221","15","11",1598.483
