fid,cat,from_cat,to_cat,cost
"1","3","1","4",835.005
"2","4","1","5",923.238
"3","6","1","7",2301.657
"4","7","1","8",2914.849
"5","12","1","13",1026.249
"6","14","1","15",1226.273
"7","15","1","16",1006.771
"8","46","4","1",836.151
"9","61","5","1",922.565
"10","91","7","1",2303.628
"11","106","8","1",2916.855
"12","181","13","1",1035.299
"13","211","15","1",1228.574
"14","226","16","1",1008.648
"15","46","4","1",836.151
"16","61","5","1",922.565
"17","91","7","1",2303.628
"18","106","8","1",2916.855
"19","181","13","1",1035.299
"20","211","15","1",1228.574
"21","226","16","1",1008.648
"22","3","1","4",835.005
"23","4","1","5",923.238
"24","6","1","7",2301.657
"25","7","1","8",2914.849
"26","12","1","13",1026.249
"27","14","1","15",1226.273
"28","15","1","16",1006.771
"29","46","4","1",836.151
"30","61","5","1",922.565
"31","91","7","1",2303.628
"32","106","8","1",2916.855
"33","181","13","1",1035.299
"34","211","15","1",1228.574
"35","226","16","1",1008.648
"36","3","1","4",835.005
"37","4","1","5",923.238
"38","6","1","7",2301.657
"39","7","1","8",2914.849
"40","12","1","13",1026.249
"41","14","1","15",1226.273
"42","15","1","16",1006.771
"43","46","4","1",836.151
"44","61","5","1",922.565
"45","91","7","1",2303.628
"46","106","8","1",2916.855
"47","181","13","1",1035.299
"48","211","15","1",1228.574
"49","226","16","1",1008.648
"50","3","1","4",835.005
"51","4","1","5",923.238
"52","6","1","7",2301.657
"53","7","1","8",2914.849
"54","12","1","13",1026.249
"55","14","1","15",1226.273
"56","15","1","16",1006.771
"57","46","4","1",836.151
"58","61","5","1",922.565
"59","91","7","1",2303.628
"60","106","8","1",2916.855
"61","181","13","1",1035.299
"62","211","15","1",1228.574
"63","226","16","1",1008.648
"64","3","1","4",835.005
"65","4","1","5",923.238
"66","6","1","7",2301.657
"67","7","1","8",2914.849
"68","12","1","13",1026.249
"69","14","1","15",1226.273
"70","15","1","16",1006.771
"71","3","1","4",835.005
"72","4","1","5",923.238
"73","6","1","7",2301.657
"74","7","1","8",2914.849
"75","12","1","13",1026.249
"76","14","1","15",1226.273
"77","15","1","16",1006.771
"78","46","4","1",836.151
"79","61","5","1",922.565
"80","91","7","1",2303.628
"81","106","8","1",2916.855
"82","181","13","1",1035.299
"83","211","15","1",1228.574
"84","226","16","1",1008.648
"85","3","1","4",835.005
"86","4","1","5",923.238
"87","6","1","7",2301.657
"88","7","1","8",2914.849
"89","12","1","13",1026.249
"90","14","1","15",1226.273
"91","15","1","16",1006.771
"92","46","4","1",836.151
"93","61","5","1",922.565
"94","91","7","1",2303.628
"95","106","8","1",2916.855
"96","181","13","1",1035.299
"97","211","15","1",1228.574
"98","226","16","1",1008.648
"99","3","1","4",835.005
"100","4","1","5",923.238
"101","6","1","7",2301.657
"102","7","1","8",2914.849
"103","12","1","13",1026.249
"104","14","1","15",1226.273
"105","15","1","16",1006.771
"106","46","4","1",836.151
"107","61","5","1",922.565
"108","91","7","1",2303.628
"109","106","8","1",2916.855
"110","181","13","1",1035.299
"111","211","15","1",1228.574
"112","226","16","1",1008.648
"113","3","1","4",835.005
"114","4","1","5",923.238
"115","6","1","7",2301.657
"116","7","1","8",2914.849
"117","12","1","13",1026.249
"118","14","1","15",1226.273
"119","15","1","16",1006.771
"120","46","4","1",836.151
"121","61","5","1",922.565
"122","91","7","1",2303.628
"123","106","8","1",2916.855
"124","181","13","1",1035.299
"125","211","15","1",1228.574
"126","226","16","1",1008.648
"127","152","11","2",764.491
"128","10","1","11",502.881
"129","58","4","14",1205.77
"130","73","5","14",1282.466
"131","193","13","14",1422.755
"132","239","16","14",950.601
"133","199","14","4",1204.237
"134","200","14","5",1279.235
"135","208","14","13",1418.424
"136","210","14","16",949.906
"137","58","4","14",1205.77
"138","73","5","14",1282.466
"139","193","13","14",1422.755
"140","239","16","14",950.601
"141","199","14","4",1204.237
"142","200","14","5",1279.235
"143","208","14","13",1418.424
"144","210","14","16",949.906
"145","58","4","14",1205.77
"146","73","5","14",1282.466
"147","193","13","14",1422.755
"148","239","16","14",950.601
"149","199","14","4",1204.237
"150","200","14","5",1279.235
"151","208","14","13",1418.424
"152","210","14","16",949.906
"153","10","1","11",502.881
"154","10","1","11",502.881
"155","10","1","11",502.881
"156","3","1","4",835.005
"157","4","1","5",923.238
"158","6","1","7",2301.657
"159","7","1","8",2914.849
"160","12","1","13",1026.249
"161","14","1","15",1226.273
"162","15","1","16",1006.771
"163","226","16","1",1008.648
"164","227","16","2",855.418
"165","228","16","3",1136.83
"166","229","16","4",521.15
"167","230","16","5",596.148
"168","231","16","6",800.824
"169","232","16","7",1603.502
"170","233","16","8",2216.694
"171","234","16","9",1736.916
"172","235","16","10",1668.731
"173","236","16","11",1378.557
"174","237","16","12",1790.448
"175","238","16","13",735.337
"176","240","16","15",528.118
"177","15","1","16",1006.771
"178","30","2","16",890.791
"179","45","3","16",1145.982
"180","60","4","16",519.452
"181","75","5","16",596.148
"182","90","6","16",810.108
"183","105","7","16",1601.568
"184","120","8","16",2214.795
"185","135","9","16",1738.687
"186","150","10","16",1670.502
"187","165","11","16",1386.472
"188","180","12","16",1790.5
"189","195","13","16",736.437
"190","225","15","16",526.514
"191","210","14","16",949.906
"192","239","16","14",950.601
"193","15","1","16",1006.771
"194","30","2","16",890.791
"195","45","3","16",1145.982
"196","60","4","16",519.452
"197","75","5","16",596.148
"198","90","6","16",810.108
"199","105","7","16",1601.568
"200","120","8","16",2214.795
"201","135","9","16",1738.687
"202","150","10","16",1670.502
"203","165","11","16",1386.472
"204","180","12","16",1790.5
"205","195","13","16",736.437
"206","210","14","16",949.906
"207","225","15","16",526.514
"208","226","16","1",1008.648
"209","227","16","2",855.418
"210","228","16","3",1136.83
"211","229","16","4",521.15
"212","230","16","5",596.148
"213","231","16","6",800.824
"214","232","16","7",1603.502
"215","233","16","8",2216.694
"216","234","16","9",1736.916
"217","235","16","10",1668.731
"218","236","16","11",1378.557
"219","237","16","12",1790.448
"220","238","16","13",735.337
"221","239","16","14",950.601
"222","240","16","15",528.118
"223","226","16","1",1008.648
"224","227","16","2",855.418
"225","228","16","3",1136.83
"226","229","16","4",521.15
"227","230","16","5",596.148
"228","231","16","6",800.824
"229","232","16","7",1603.502
"230","233","16","8",2216.694
"231","234","16","9",1736.916
"232","235","16","10",1668.731
"233","236","16","11",1378.557
"234","237","16","12",1790.448
"235","238","16","13",735.337
"236","240","16","15",528.118
"237","15","1","16",1006.771
"238","30","2","16",890.791
"239","45","3","16",1145.982
"240","60","4","16",519.452
"241","75","5","16",596.148
"242","90","6","16",810.108
"243","105","7","16",1601.568
"244","120","8","16",2214.795
"245","135","9","16",1738.687
"246","150","10","16",1670.502
"247","165","11","16",1386.472
"248","180","12","16",1790.5
"249","195","13","16",736.437
"250","225","15","16",526.514
"251","226","16","1",1008.648
"252","227","16","2",855.418
"253","228","16","3",1136.83
"254","229","16","4",521.15
"255","230","16","5",596.148
"256","231","16","6",800.824
"257","232","16","7",1603.502
"258","233","16","8",2216.694
"259","234","16","9",1736.916
"260","235","16","10",1668.731
"261","236","16","11",1378.557
"262","237","16","12",1790.448
"263","238","16","13",735.337
"264","240","16","15",528.118
"265","15","1","16",1006.771
"266","30","2","16",890.791
"267","45","3","16",1145.982
"268","60","4","16",519.452
"269","75","5","16",596.148
"270","90","6","16",810.108
"271","105","7","16",1601.568
"272","120","8","16",2214.795
"273","135","9","16",1738.687
"274","150","10","16",1670.502
"275","165","11","16",1386.472
"276","180","12","16",1790.5
"277","195","13","16",736.437
"278","225","15","16",526.514
"279","226","16","1",1008.648
"280","227","16","2",855.418
"281","228","16","3",1136.83
"282","229","16","4",521.15
"283","230","16","5",596.148
"284","231","16","6",800.824
"285","232","16","7",1603.502
"286","233","16","8",2216.694
"287","234","16","9",1736.916
"288","235","16","10",1668.731
"289","236","16","11",1378.557
"290","237","16","12",1790.448
"291","238","16","13",735.337
"292","240","16","15",528.118
"293","15","1","16",1006.771
"294","30","2","16",890.791
"295","45","3","16",1145.982
"296","60","4","16",519.452
"297","75","5","16",596.148
"298","90","6","16",810.108
"299","105","7","16",1601.568
"300","120","8","16",2214.795
"301","135","9","16",1738.687
"302","150","10","16",1670.502
"303","165","11","16",1386.472
"304","180","12","16",1790.5
"305","195","13","16",736.437
"306","225","15","16",526.514
"307","226","16","1",1008.648
"308","227","16","2",855.418
"309","228","16","3",1136.83
"310","229","16","4",521.15
"311","230","16","5",596.148
"312","231","16","6",800.824
"313","232","16","7",1603.502
"314","233","16","8",2216.694
"315","234","16","9",1736.916
"316","235","16","10",1668.731
"317","236","16","11",1378.557
"318","237","16","12",1790.448
"319","238","16","13",735.337
"320","240","16","15",528.118
"321","15","1","16",1006.771
"322","30","2","16",890.791
"323","45","3","16",1145.982
"324","60","4","16",519.452
"325","75","5","16",596.148
"326","90","6","16",810.108
"327","105","7","16",1601.568
"328","120","8","16",2214.795
"329","135","9","16",1738.687
"330","150","10","16",1670.502
"331","165","11","16",1386.472
"332","180","12","16",1790.5
"333","195","13","16",736.437
"334","225","15","16",526.514
"335","15","1","16",1006.771
"336","30","2","16",890.791
"337","45","3","16",1145.982
"338","60","4","16",519.452
"339","75","5","16",596.148
"340","90","6","16",810.108
"341","105","7","16",1601.568
"342","120","8","16",2214.795
"343","135","9","16",1738.687
"344","150","10","16",1670.502
"345","165","11","16",1386.472
"346","180","12","16",1790.5
"347","195","13","16",736.437
"348","225","15","16",526.514
"349","226","16","1",1008.648
"350","227","16","2",855.418
"351","228","16","3",1136.83
"352","229","16","4",521.15
"353","230","16","5",596.148
"354","231","16","6",800.824
"355","232","16","7",1603.502
"356","233","16","8",2216.694
"357","234","16","9",1736.916
"358","235","16","10",1668.731
"359","236","16","11",1378.557
"360","237","16","12",1790.448
"361","238","16","13",735.337
"362","240","16","15",528.118
"363","226","16","1",1008.648
"364","227","16","2",855.418
"365","228","16","3",1136.83
"366","229","16","4",521.15
"367","230","16","5",596.148
"368","231","16","6",800.824
"369","232","16","7",1603.502
"370","233","16","8",2216.694
"371","234","16","9",1736.916
"372","235","16","10",1668.731
"373","236","16","11",1378.557
"374","237","16","12",1790.448
"375","238","16","13",735.337
"376","240","16","15",528.118
"377","15","1","16",1006.771
"378","30","2","16",890.791
"379","45","3","16",1145.982
"380","60","4","16",519.452
"381","75","5","16",596.148
"382","90","6","16",810.108
"383","105","7","16",1601.568
"384","120","8","16",2214.795
"385","135","9","16",1738.687
"386","150","10","16",1670.502
"387","165","11","16",1386.472
"388","180","12","16",1790.5
"389","195","13","16",736.437
"390","225","15","16",526.514
"391","210","14","16",949.906
"392","239","16","14",950.601
"393","210","14","16",949.906
"394","239","16","14",950.601
"395","15","1","16",1006.771
"396","30","2","16",890.791
"397","45","3","16",1145.982
"398","60","4","16",519.452
"399","75","5","16",596.148
"400","90","6","16",810.108
"401","105","7","16",1601.568
"402","120","8","16",2214.795
"403","135","9","16",1738.687
"404","150","10","16",1670.502
"405","165","11","16",1386.472
"406","180","12","16",1790.5
"407","195","13","16",736.437
"408","210","14","16",949.906
"409","225","15","16",526.514
"410","226","16","1",1008.648
"411","227","16","2",855.418
"412","228","16","3",1136.83
"413","229","16","4",521.15
"414","230","16","5",596.148
"415","231","16","6",800.824
"416","232","16","7",1603.502
"417","233","16","8",2216.694
"418","234","16","9",1736.916
"419","235","16","10",1668.731
"420","236","16","11",1378.557
"421","237","16","12",1790.448
"422","238","16","13",735.337
"423","239","16","14",950.601
"424","240","16","15",528.118
"425","226","16","1",1008.648
"426","227","16","2",855.418
"427","228","16","3",1136.83
"428","229","16","4",521.15
"429","230","16","5",596.148
"430","231","16","6",800.824
"431","232","16","7",1603.502
"432","233","16","8",2216.694
"433","234","16","9",1736.916
"434","235","16","10",1668.731
"435","236","16","11",1378.557
"436","237","16","12",1790.448
"437","238","16","13",735.337
"438","239","16","14",950.601
"439","240","16","15",528.118
"440","15","1","16",1006.771
"441","30","2","16",890.791
"442","45","3","16",1145.982
"443","60","4","16",519.452
"444","75","5","16",596.148
"445","90","6","16",810.108
"446","105","7","16",1601.568
"447","120","8","16",2214.795
"448","135","9","16",1738.687
"449","150","10","16",1670.502
"450","165","11","16",1386.472
"451","180","12","16",1790.5
"452","195","13","16",736.437
"453","210","14","16",949.906
"454","225","15","16",526.514
"455","15","1","16",1006.771
"456","30","2","16",890.791
"457","45","3","16",1145.982
"458","60","4","16",519.452
"459","75","5","16",596.148
"460","90","6","16",810.108
"461","105","7","16",1601.568
"462","120","8","16",2214.795
"463","135","9","16",1738.687
"464","150","10","16",1670.502
"465","165","11","16",1386.472
"466","180","12","16",1790.5
"467","195","13","16",736.437
"468","210","14","16",949.906
"469","225","15","16",526.514
"470","226","16","1",1008.648
"471","227","16","2",855.418
"472","228","16","3",1136.83
"473","229","16","4",521.15
"474","230","16","5",596.148
"475","231","16","6",800.824
"476","232","16","7",1603.502
"477","233","16","8",2216.694
"478","234","16","9",1736.916
"479","235","16","10",1668.731
"480","236","16","11",1378.557
"481","237","16","12",1790.448
"482","238","16","13",735.337
"483","239","16","14",950.601
"484","240","16","15",528.118
"485","46","4","1",836.151
"486","61","5","1",922.565
"487","91","7","1",2303.628
"488","106","8","1",2916.855
"489","181","13","1",1035.299
"490","211","15","1",1228.574
"491","226","16","1",1008.648
"492","3","1","4",835.005
"493","4","1","5",923.238
"494","6","1","7",2301.657
"495","7","1","8",2914.849
"496","12","1","13",1026.249
"497","14","1","15",1226.273
"498","15","1","16",1006.771
"499","3","1","4",835.005
"500","4","1","5",923.238
"501","6","1","7",2301.657
"502","7","1","8",2914.849
"503","12","1","13",1026.249
"504","14","1","15",1226.273
"505","15","1","16",1006.771
"506","46","4","1",836.151
"507","61","5","1",922.565
"508","91","7","1",2303.628
"509","106","8","1",2916.855
"510","181","13","1",1035.299
"511","211","15","1",1228.574
"512","226","16","1",1008.648
"513","46","4","1",836.151
"514","61","5","1",922.565
"515","91","7","1",2303.628
"516","106","8","1",2916.855
"517","181","13","1",1035.299
"518","211","15","1",1228.574
"519","226","16","1",1008.648
"520","46","4","1",836.151
"521","61","5","1",922.565
"522","91","7","1",2303.628
"523","106","8","1",2916.855
"524","181","13","1",1035.299
"525","211","15","1",1228.574
"526","226","16","1",1008.648
"527","3","1","4",835.005
"528","4","1","5",923.238
"529","6","1","7",2301.657
"530","7","1","8",2914.849
"531","12","1","13",1026.249
"532","14","1","15",1226.273
"533","15","1","16",1006.771
"534","3","1","4",835.005
"535","4","1","5",923.238
"536","6","1","7",2301.657
"537","7","1","8",2914.849
"538","12","1","13",1026.249
"539","14","1","15",1226.273
"540","15","1","16",1006.771
"541","46","4","1",836.151
"542","61","5","1",922.565
"543","91","7","1",2303.628
"544","106","8","1",2916.855
"545","181","13","1",1035.299
"546","211","15","1",1228.574
"547","226","16","1",1008.648
"548","46","4","1",836.151
"549","61","5","1",922.565
"550","91","7","1",2303.628
"551","106","8","1",2916.855
"552","181","13","1",1035.299
"553","211","15","1",1228.574
"554","226","16","1",1008.648
"555","3","1","4",835.005
"556","4","1","5",923.238
"557","6","1","7",2301.657
"558","7","1","8",2914.849
"559","12","1","13",1026.249
"560","14","1","15",1226.273
"561","15","1","16",1006.771
"562","46","4","1",836.151
"563","61","5","1",922.565
"564","91","7","1",2303.628
"565","106","8","1",2916.855
"566","181","13","1",1035.299
"567","211","15","1",1228.574
"568","226","16","1",1008.648
"569","3","1","4",835.005
"570","4","1","5",923.238
"571","6","1","7",2301.657
"572","7","1","8",2914.849
"573","12","1","13",1026.249
"574","14","1","15",1226.273
"575","15","1","16",1006.771
"576","58","4","14",1205.77
"577","73","5","14",1282.466
"578","103","7","14",2245.061
"579","118","8","14",2858.288
"580","193","13","14",1422.755
"581","224","15","14",1170.017
"582","239","16","14",950.601
"583","199","14","4",1204.237
"584","200","14","5",1279.235
"585","202","14","7",2246.403
"586","203","14","8",2859.595
"587","208","14","13",1418.424
"588","209","14","15",1171.028
"589","210","14","16",949.906
"590","199","14","4",1204.237
"591","200","14","5",1279.235
"592","202","14","7",2246.403
"593","203","14","8",2859.595
"594","208","14","13",1418.424
"595","209","14","15",1171.028
"596","210","14","16",949.906
"597","58","4","14",1205.77
"598","73","5","14",1282.466
"599","103","7","14",2245.061
"600","118","8","14",2858.288
"601","193","13","14",1422.755
"602","224","15","14",1170.017
"603","239","16","14",950.601
"604","199","14","4",1204.237
"605","200","14","5",1279.235
"606","202","14","7",2246.403
"607","203","14","8",2859.595
"608","208","14","13",1418.424
"609","209","14","15",1171.028
"610","210","14","16",949.906
"611","58","4","14",1205.77
"612","73","5","14",1282.466
"613","103","7","14",2245.061
"614","118","8","14",2858.288
"615","193","13","14",1422.755
"616","224","15","14",1170.017
"617","239","16","14",950.601
"618","199","14","4",1204.237
"619","200","14","5",1279.235
"620","202","14","7",2246.403
"621","203","14","8",2859.595
"622","208","14","13",1418.424
"623","209","14","15",1171.028
"624","210","14","16",949.906
"625","58","4","14",1205.77
"626","73","5","14",1282.466
"627","103","7","14",2245.061
"628","118","8","14",2858.288
"629","193","13","14",1422.755
"630","224","15","14",1170.017
"631","239","16","14",950.601
"632","199","14","4",1204.237
"633","200","14","5",1279.235
"634","208","14","13",1418.424
"635","210","14","16",949.906
"636","58","4","14",1205.77
"637","73","5","14",1282.466
"638","193","13","14",1422.755
"639","239","16","14",950.601
"640","199","14","4",1204.237
"641","200","14","5",1279.235
"642","208","14","13",1418.424
"643","210","14","16",949.906
"644","58","4","14",1205.77
"645","73","5","14",1282.466
"646","193","13","14",1422.755
"647","239","16","14",950.601
"648","199","14","4",1204.237
"649","200","14","5",1279.235
"650","202","14","7",2246.403
"651","203","14","8",2859.595
"652","208","14","13",1418.424
"653","209","14","15",1171.028
"654","210","14","16",949.906
"655","58","4","14",1205.77
"656","73","5","14",1282.466
"657","103","7","14",2245.061
"658","118","8","14",2858.288
"659","193","13","14",1422.755
"660","224","15","14",1170.017
"661","239","16","14",950.601
"662","181","13","1",1035.299
"663","182","13","2",882.069
"664","183","13","3",1163.481
"665","184","13","4",242.737
"666","186","13","6",827.475
"667","187","13","7",2031.323
"668","188","13","8",2644.515
"669","189","13","9",1763.567
"670","190","13","10",1695.382
"671","191","13","11",1405.208
"672","192","13","12",1817.099
"673","193","13","14",1422.755
"674","194","13","15",955.939
"675","195","13","16",736.437
"676","57","4","13",239.939
"677","102","7","13",2028.989
"678","117","8","13",2642.216
"679","208","14","13",1418.424
"680","223","15","13",953.935
"681","238","16","13",735.337
"682","181","13","1",1035.299
"683","182","13","2",882.069
"684","183","13","3",1163.481
"685","184","13","4",242.737
"686","185","13","5",354.314
"687","186","13","6",827.475
"688","187","13","7",2031.323
"689","188","13","8",2644.515
"690","189","13","9",1763.567
"691","190","13","10",1695.382
"692","191","13","11",1405.208
"693","192","13","12",1817.099
"694","193","13","14",1422.755
"695","194","13","15",955.939
"696","195","13","16",736.437
"697","181","13","1",1035.299
"698","182","13","2",882.069
"699","183","13","3",1163.481
"700","184","13","4",242.737
"701","185","13","5",354.314
"702","186","13","6",827.475
"703","187","13","7",2031.323
"704","188","13","8",2644.515
"705","189","13","9",1763.567
"706","190","13","10",1695.382
"707","191","13","11",1405.208
"708","192","13","12",1817.099
"709","193","13","14",1422.755
"710","194","13","15",955.939
"711","195","13","16",736.437
"712","181","13","1",1035.299
"713","182","13","2",882.069
"714","183","13","3",1163.481
"715","184","13","4",242.737
"716","185","13","5",354.314
"717","186","13","6",827.475
"718","187","13","7",2031.323
"719","188","13","8",2644.515
"720","189","13","9",1763.567
"721","190","13","10",1695.382
"722","191","13","11",1405.208
"723","192","13","12",1817.099
"724","193","13","14",1422.755
"725","194","13","15",955.939
"726","195","13","16",736.437
"727","12","1","13",1026.249
"728","27","2","13",910.269
"729","42","3","13",1165.46
"730","57","4","13",239.939
"731","72","5","13",351.516
"732","87","6","13",829.586
"733","102","7","13",2028.989
"734","117","8","13",2642.216
"735","132","9","13",1758.165
"736","147","10","13",1689.98
"737","162","11","13",1405.95
"738","177","12","13",1809.978
"739","208","14","13",1418.424
"740","223","15","13",953.935
"741","238","16","13",735.337
"742","49","4","5",178.992
"743","64","5","4",178.992
"744","12","1","13",1026.249
"745","27","2","13",910.269
"746","42","3","13",1165.46
"747","57","4","13",239.939
"748","72","5","13",351.516
"749","87","6","13",829.586
"750","102","7","13",2028.989
"751","117","8","13",2642.216
"752","132","9","13",1758.165
"753","147","10","13",1689.98
"754","162","11","13",1405.95
"755","177","12","13",1809.978
"756","208","14","13",1418.424
"757","223","15","13",953.935
"758","238","16","13",735.337
"759","181","13","1",1035.299
"760","182","13","2",882.069
"761","183","13","3",1163.481
"762","184","13","4",242.737
"763","185","13","5",354.314
"764","186","13","6",827.475
"765","187","13","7",2031.323
"766","188","13","8",2644.515
"767","189","13","9",1763.567
"768","190","13","10",1695.382
"769","191","13","11",1405.208
"770","192","13","12",1817.099
"771","193","13","14",1422.755
"772","194","13","15",955.939
"773","195","13","16",736.437
"774","12","1","13",1026.249
"775","27","2","13",910.269
"776","42","3","13",1165.46
"777","57","4","13",239.939
"778","72","5","13",351.516
"779","87","6","13",829.586
"780","102","7","13",2028.989
"781","117","8","13",2642.216
"782","132","9","13",1758.165
"783","147","10","13",1689.98
"784","162","11","13",1405.95
"785","177","12","13",1809.978
"786","208","14","13",1418.424
"787","223","15","13",953.935
"788","238","16","13",735.337
"789","3","1","4",835.005
"790","4","1","5",923.238
"791","12","1","13",1026.249
"792","18","2","4",719.025
"793","19","2","5",807.258
"794","27","2","13",910.269
"795","33","3","4",974.216
"796","34","3","5",1062.449
"797","42","3","13",1165.46
"798","79","6","4",638.342
"799","80","6","5",726.575
"800","87","6","13",829.586
"801","124","9","4",1566.921
"802","125","9","5",1655.154
"803","132","9","13",1758.165
"804","139","10","4",1498.736
"805","140","10","5",1586.969
"806","147","10","13",1689.98
"807","154","11","4",1214.706
"808","155","11","5",1302.939
"809","162","11","13",1405.95
"810","169","12","4",1618.734
"811","170","12","5",1706.967
"812","177","12","13",1809.978
"813","181","13","1",1035.299
"814","182","13","2",882.069
"815","183","13","3",1163.481
"816","186","13","6",827.475
"817","189","13","9",1763.567
"818","190","13","10",1695.382
"819","191","13","11",1405.208
"820","192","13","12",1817.099
"821","12","1","13",1026.249
"822","27","2","13",910.269
"823","42","3","13",1165.46
"824","87","6","13",829.586
"825","132","9","13",1758.165
"826","147","10","13",1689.98
"827","162","11","13",1405.95
"828","177","12","13",1809.978
"829","3","1","4",835.005
"830","4","1","5",923.238
"831","18","2","4",719.025
"832","19","2","5",807.258
"833","33","3","4",974.216
"834","34","3","5",1062.449
"835","79","6","4",638.342
"836","80","6","5",726.575
"837","124","9","4",1566.921
"838","125","9","5",1655.154
"839","139","10","4",1498.736
"840","140","10","5",1586.969
"841","154","11","4",1214.706
"842","155","11","5",1302.939
"843","169","12","4",1618.734
"844","170","12","5",1706.967
"845","46","4","1",836.151
"846","47","4","2",682.921
"847","48","4","3",964.333
"848","50","4","6",628.327
"849","53","4","9",1564.419
"850","54","4","10",1496.234
"851","55","4","11",1206.06
"852","56","4","12",1617.951
"853","61","5","1",922.565
"854","62","5","2",769.335
"855","63","5","3",1050.747
"856","65","5","6",714.741
"857","68","5","9",1650.833
"858","69","5","10",1582.648
"859","70","5","11",1292.474
"860","71","5","12",1704.365
"861","181","13","1",1035.299
"862","182","13","2",882.069
"863","183","13","3",1163.481
"864","186","13","6",827.475
"865","189","13","9",1763.567
"866","190","13","10",1695.382
"867","191","13","11",1405.208
"868","192","13","12",1817.099
"869","3","1","4",835.005
"870","4","1","5",923.238
"871","18","2","4",719.025
"872","19","2","5",807.258
"873","33","3","4",974.216
"874","34","3","5",1062.449
"875","79","6","4",638.342
"876","80","6","5",726.575
"877","124","9","4",1566.921
"878","125","9","5",1655.154
"879","139","10","4",1498.736
"880","140","10","5",1586.969
"881","154","11","4",1214.706
"882","155","11","5",1302.939
"883","169","12","4",1618.734
"884","170","12","5",1706.967
"885","46","4","1",836.151
"886","47","4","2",682.921
"887","48","4","3",964.333
"888","50","4","6",628.327
"889","53","4","9",1564.419
"890","54","4","10",1496.234
"891","55","4","11",1206.06
"892","56","4","12",1617.951
"893","61","5","1",922.565
"894","62","5","2",769.335
"895","63","5","3",1050.747
"896","65","5","6",714.741
"897","68","5","9",1650.833
"898","69","5","10",1582.648
"899","70","5","11",1292.474
"900","71","5","12",1704.365
"901","181","13","1",1035.299
"902","182","13","2",882.069
"903","183","13","3",1163.481
"904","186","13","6",827.475
"905","189","13","9",1763.567
"906","190","13","10",1695.382
"907","191","13","11",1405.208
"908","192","13","12",1817.099
"909","25","2","11",751.278
"910","55","4","11",1206.06
"911","70","5","11",1292.474
"912","85","6","11",694.463
"913","100","7","11",2673.537
"914","115","8","11",3286.764
"915","191","13","11",1405.208
"916","206","14","11",1180.686
"917","221","15","11",1598.483
"918","236","16","11",1378.557
"919","151","11","1",506.671
"920","152","11","2",764.491
"921","154","11","4",1214.706
"922","155","11","5",1302.939
"923","156","11","6",690.662
"924","157","11","7",2681.358
"925","158","11","8",3294.55
"926","162","11","13",1405.95
"927","163","11","14",1179.284
"928","164","11","15",1605.974
"929","165","11","16",1386.472
"930","10","1","11",502.881
"931","12","1","13",1026.249
"932","27","2","13",910.269
"933","42","3","13",1165.46
"934","87","6","13",829.586
"935","132","9","13",1758.165
"936","147","10","13",1689.98
"937","162","11","13",1405.95
"938","177","12","13",1809.978
"939","12","1","13",1026.249
"940","27","2","13",910.269
"941","42","3","13",1165.46
"942","87","6","13",829.586
"943","132","9","13",1758.165
"944","147","10","13",1689.98
"945","162","11","13",1405.95
"946","177","12","13",1809.978
"947","122","9","2",1128.212
"948","124","9","4",1566.921
"949","125","9","5",1655.154
"950","126","9","6",1042.877
"951","127","9","7",3033.573
"952","128","9","8",3646.765
"953","132","9","13",1758.165
"954","134","9","15",1958.189
"955","135","9","16",1738.687
"956","137","10","2",1060.027
"957","139","10","4",1498.736
"958","140","10","5",1586.969
"959","141","10","6",974.692
"960","142","10","7",2965.388
"961","143","10","8",3578.58
"962","147","10","13",1689.98
"963","149","10","15",1890.004
"964","150","10","16",1670.502
"965","8","1","9",1145.731
"966","9","1","10",1077.546
"967","8","1","9",1145.731
"968","9","1","10",1077.546
"969","166","12","1",1275.349
"970","41","3","12",1248.398
"971","168","12","3",1239.537
"972","8","1","9",1145.731
"973","9","1","10",1077.546
"974","11","1","12",1291.906
"975","166","12","1",1275.349
"976","122","9","2",1128.212
"977","124","9","4",1566.921
"978","125","9","5",1655.154
"979","126","9","6",1042.877
"980","127","9","7",3033.573
"981","128","9","8",3646.765
"982","132","9","13",1758.165
"983","134","9","15",1958.189
"984","135","9","16",1738.687
"985","137","10","2",1060.027
"986","139","10","4",1498.736
"987","140","10","5",1586.969
"988","141","10","6",974.692
"989","142","10","7",2965.388
"990","143","10","8",3578.58
"991","147","10","13",1689.98
"992","149","10","15",1890.004
"993","150","10","16",1670.502
"994","8","1","9",1145.731
"995","9","1","10",1077.546
"996","8","1","9",1145.731
"997","9","1","10",1077.546
"998","23","2","9",1109.637
"999","24","2","10",1041.452
"1000","53","4","9",1564.419
"1001","54","4","10",1496.234
"1002","68","5","9",1650.833
"1003","69","5","10",1582.648
"1004","83","6","9",1052.822
"1005","84","6","10",984.637
"1006","98","7","9",3031.896
"1007","99","7","10",2963.711
"1008","113","8","9",3645.123
"1009","114","8","10",3576.938
"1010","189","13","9",1763.567
"1011","190","13","10",1695.382
"1012","219","15","9",1956.842
"1013","220","15","10",1888.657
"1014","234","16","9",1736.916
"1015","235","16","10",1668.731
"1016","23","2","9",1109.637
"1017","24","2","10",1041.452
"1018","53","4","9",1564.419
"1019","54","4","10",1496.234
"1020","68","5","9",1650.833
"1021","69","5","10",1582.648
